spot_id	z	y	x
2253	40.2040	208.1313	170.0302
2254	40.1222	213.5256	170.1765
2255	41.0067	216.2793	172.4607
2256	41.1423	223.3280	173.2027
2257	38.1158	221.8864	175.9652
2258	38.7767	212.0928	176.3988
2259	40.9112	217.9231	177.5454
2260	41.1550	210.0841	178.1335
2261	39.3870	223.0595	179.1315
2262	39.7950	208.8334	181.4398
2263	39.4952	214.1126	182.7324
2264	40.4327	223.0802	182.6795
2265	40.8607	215.7030	185.6913
2266	40.7514	219.5816	185.3854
2267	37.3018	220.7108	188.9178
2268	41.4410	221.6215	188.0710
2269	40.7552	209.1458	189.9290
2270	38.9741	212.9050	191.3772
2271	40.4825	217.9154	193.1888
2272	38.8844	221.2861	193.4092
2273	42.3787	208.5214	193.0307
2274	41.4151	216.4373	195.1936
2275	37.5084	209.6406	197.6353
2276	41.5674	209.1749	198.0171
2277	40.8832	214.1415	199.2733
2278	39.4796	207.6352	202.4891
2279	41.6440	218.2464	202.1359
2280	39.3449	213.9905	205.2167
2281	41.5706	210.1106	205.1860
2282	40.3815	212.5032	208.0841
2283	40.9758	208.6298	209.0922
2284	45.4846	121.1989	157.5632
2285	44.2195	117.6476	159.3440
2286	43.1100	117.6163	164.6396
2287	45.0632	115.6587	168.3463
2288	44.5893	125.6624	167.8564
2289	43.2981	121.5079	178.8757
2290	45.2422	112.9786	179.2621
2291	42.9788	121.9741	182.4070
2292	45.0393	110.7629	184.6686
2293	45.9617	116.2787	185.1999
2294	45.7014	121.7961	185.5876
2295	45.7342	111.9145	193.2331
2296	46.4815	120.2174	192.8224
2297	43.3416	124.4684	192.2243
2298	45.7386	122.0192	198.6895
2299	47.3086	116.9317	205.3824
2300	45.1820	117.0799	208.2135
2301	42.9941	122.8887	210.4057
2302	46.8501	117.5924	213.1318
2303	42.6247	121.9265	215.1285
2304	44.8827	122.2315	218.2807
2305	44.5374	125.1066	219.8734
2306	47.4146	123.2611	221.8734
2307	47.1613	142.8381	139.6123
2308	46.7040	138.6886	139.0315
2309	44.9495	126.5648	148.9330
2310	44.6871	134.9255	158.4170
2311	44.5051	126.7642	161.9289
2312	46.7136	138.7871	166.1177
2313	42.2841	125.4171	172.8132
2314	44.4622	132.2142	174.4420
2315	45.5876	140.2009	177.2602
2316	43.7718	144.0852	177.2736
2317	46.3605	126.8019	176.2699
2318	47.4944	132.8555	180.6812
2319	42.8101	126.1431	178.2067
2320	42.9253	133.0419	180.0382
2321	45.4270	129.0267	182.4312
2322	44.5889	139.1824	183.1262
2323	46.8480	126.6535	180.8052
2324	46.0808	135.4136	182.3235
2325	42.7507	136.5966	185.4748
2326	46.1292	145.4882	183.9672
2327	45.6630	134.2143	185.7992
2328	43.1429	128.8316	186.3364
2329	43.5570	141.8887	188.4271
2330	47.8144	139.0016	186.7062
2331	46.1311	126.5406	190.0457
2332	44.3369	130.2349	191.0045
2333	45.7315	135.8635	190.8860
2334	46.7233	139.2300	191.6543
2335	41.6642	132.5935	193.6060
2336	43.8540	133.2264	196.2900
2337	45.7635	126.1657	195.6930
2338	42.2763	127.4558	197.5873
2339	46.9884	135.8194	195.9211
2340	44.6806	128.4728	200.6141
2341	43.8713	133.6200	200.6400
2342	44.0699	134.8188	204.2731
2343	45.9086	138.0076	205.9248
2344	46.6358	126.0107	203.9267
2345	45.5703	129.1360	206.1216
2346	44.6091	140.8152	210.0878
2347	43.8174	130.8270	211.2627
2348	44.7562	126.7633	213.3143
2349	44.7834	136.0436	213.8574
2350	42.2641	142.5177	214.8738
2351	46.6215	131.7398	212.3633
2352	44.0372	140.4613	217.4304
2353	42.9652	129.8698	219.3099
2354	44.3376	144.2467	219.7351
2355	46.5098	132.0980	218.5110
2356	43.7399	135.2209	220.2930
2357	45.2739	129.3089	221.1057
2358	45.5750	139.5426	223.3288
2359	45.8764	125.5548	223.9769
2360	43.8269	135.6387	225.0865
2361	44.0175	127.7391	226.1649
2362	46.1936	133.0135	225.6664
2363	44.8669	144.6398	225.8128
2364	43.4648	140.3317	228.9288
2365	45.8622	137.6168	228.7699
2366	43.5685	134.3554	232.1892
2367	44.9869	138.8196	235.3514
2368	45.0027	154.5609	129.4417
2369	43.7128	161.4962	132.2256
2370	44.4674	154.8001	132.9050
2371	47.6160	154.9304	142.9157
2372	43.6941	147.6057	143.5695
2373	43.9049	151.1736	145.4257
2374	45.8915	157.5567	147.9830
2375	47.2529	147.8983	149.3512
2376	42.5514	155.4328	153.2003
2377	44.5819	165.2249	156.4394
2378	42.4537	165.0958	160.5132
2379	44.7982	158.5807	164.7847
2380	46.9141	150.1193	171.6662
2381	43.0560	160.8032	173.4189
2382	43.1185	156.8312	175.2547
2383	45.7959	160.7724	177.4809
2384	44.5135	148.1365	180.3995
2385	45.6420	153.0266	183.9524
2386	44.3843	147.6314	187.3182
2387	46.6523	144.8049	188.0784
2388	46.2976	145.7383	192.0866
2389	44.3193	145.6071	195.5959
2390	45.5382	149.5229	195.0874
2391	44.9252	154.2630	199.1111
2392	42.5233	152.0842	202.7823
2393	44.8363	149.6076	204.5358
2394	42.7667	145.0557	206.2757
2395	44.3022	154.1918	207.7336
2396	46.2808	160.8130	207.2914
2397	42.8330	150.9832	209.7368
2398	48.0434	156.7000	207.7477
2399	43.1267	145.6607	214.0852
2400	44.6146	160.9847	215.1248
2401	43.1319	151.6056	214.5897
2402	45.1429	157.3264	214.5877
2403	45.0511	149.0546	214.3938
2404	45.8741	164.1592	213.7594
2405	45.6426	146.7745	215.3377
2406	46.3090	153.9976	214.5677
2407	42.6843	164.4788	219.1544
2408	42.7057	153.2542	220.2228
2409	44.5295	157.9308	221.3983
2410	45.6357	153.6380	220.7588
2411	45.6986	150.4943	225.0394
2412	42.1663	164.2603	224.9717
2413	42.7291	156.0980	227.7856
2414	44.2688	159.7616	227.1890
2415	43.2832	149.2987	229.2659
2416	43.8985	153.9589	231.4963
2417	46.1165	155.1906	229.6520
2418	43.1736	160.5980	231.9546
2419	45.8258	146.3675	232.4294
2420	43.6329	150.6124	235.3274
2421	45.8425	161.5994	233.8289
2422	44.3408	158.4866	235.8296
2423	43.2983	154.7007	238.7192
2424	44.8104	147.1787	239.0780
2425	46.4442	149.9189	238.6741
2426	45.3478	162.3157	238.6555
2427	42.6073	166.4829	240.1310
2428	45.2477	158.3540	239.5086
2429	47.1739	153.1769	240.8421
2430	49.0150	158.2464	242.2911
2431	45.8334	172.9415	126.7422
2432	46.1090	180.1184	128.3645
2433	44.2665	187.9989	131.7717
2434	46.3556	180.2838	135.3469
2435	46.9873	176.6782	136.8960
2436	44.4715	174.3962	138.7117
2437	48.9607	167.9359	136.5508
2438	43.7001	177.2905	140.1537
2439	44.8938	182.9106	140.0945
2440	45.4515	169.2585	140.6887
2441	43.4991	171.9842	144.1944
2442	42.2287	180.4135	145.8341
2443	46.4870	173.2350	143.4942
2444	43.3648	183.6199	145.9144
2445	45.7078	167.7592	147.8461
2446	43.5138	177.3825	149.4232
2447	46.5421	180.8087	148.8475
2448	45.6322	173.6268	151.0856
2449	43.0717	186.1021	151.3956
2450	43.5339	171.3518	151.9710
2451	42.8961	181.2940	152.3080
2452	47.0670	177.1957	153.1530
2453	45.1043	179.4880	156.0990
2454	43.2499	171.6160	156.1092
2455	46.1191	184.8210	155.1202
2456	45.2274	176.2324	158.0922
2457	47.7270	169.6157	158.2295
2458	44.9617	170.5324	162.3219
2459	45.7789	174.7484	163.5690
2460	43.1942	166.0160	166.1324
2461	46.2184	182.9999	164.9615
2462	46.1149	168.9502	166.9975
2463	43.1527	170.0426	169.1634
2464	42.5108	177.2405	169.4556
2465	43.0362	184.0555	172.8588
2466	43.7708	184.9412	203.1940
2467	47.2360	185.4587	204.5597
2468	45.5534	182.3614	207.4449
2469	43.5445	180.4828	209.5396
2470	43.8854	176.5286	207.9132
2471	46.2655	165.5332	209.5337
2472	42.7294	177.7817	213.8004
2473	43.4728	172.5258	213.6340
2474	44.2795	186.5122	213.4222
2475	43.5798	168.5904	216.4864
2476	45.4361	183.4594	214.6427
2477	46.2165	177.8500	214.9108
2478	43.6628	172.8323	217.9297
2479	46.5178	178.8613	219.1902
2480	46.7153	174.1486	218.5178
2481	41.5259	181.3009	220.6759
2482	44.0346	176.4855	221.8427
2483	44.7435	167.2862	222.1488
2484	46.5364	185.4889	218.7134
2485	45.2250	169.6871	224.8809
2486	43.8518	181.9229	223.7348
2487	43.5538	174.0090	226.3151
2488	42.9920	179.2624	226.4645
2489	45.4046	165.8082	227.3487
2490	44.8405	179.9389	229.9569
2491	46.1981	174.7146	230.3077
2492	47.2730	165.7625	232.0517
2493	47.5478	169.4739	230.1910
2494	44.9783	171.9001	233.6610
2495	43.7220	168.6099	234.8559
2496	44.6983	176.7254	234.4123
2497	45.9667	183.0785	235.3244
2498	48.1679	164.4006	240.9475
2499	44.5880	189.0288	135.8877
2500	45.3139	196.5547	139.4473
2501	47.2644	200.5431	138.9911
2502	46.7506	191.4484	139.0545
2503	43.2147	198.0485	142.2124
2504	45.8903	201.4068	143.9469
2505	44.7534	193.4611	145.4061
2506	43.9383	206.6508	145.7042
2507	44.2624	186.7057	147.5289
2508	44.3499	197.8342	147.6636
2509	43.9292	192.7420	150.6721
2510	46.7135	202.9984	148.9336
2511	43.4845	203.2441	150.2629
2512	42.5612	198.7778	153.9773
2513	42.0313	205.9112	152.5626
2514	45.4187	195.3898	155.1076
2515	45.3565	200.7670	155.5949
2516	46.7204	190.7432	153.4841
2517	43.8557	193.3070	157.7785
2518	45.8918	202.4545	159.1571
2519	43.9365	197.1782	160.4147
2520	42.6322	205.0436	160.3212
2521	44.9572	201.7349	164.0996
2522	45.1882	197.1117	168.7553
2523	42.9740	204.7754	169.8194
2524	44.1477	195.0416	171.7991
2525	43.2874	191.5775	172.6791
2526	44.6254	202.5077	173.1783
2527	46.3038	188.6669	173.0918
2528	45.4216	200.1066	175.7553
2529	44.4879	187.8046	176.4361
2530	45.6311	194.7069	175.8703
2531	42.4587	195.9035	177.4360
2532	42.4371	203.6954	177.2393
2533	45.2131	191.0737	177.4903
2534	44.9452	207.4924	177.5179
2535	44.3254	200.8942	180.1767
2536	46.3813	192.1711	181.3506
2537	43.4175	196.4158	183.7415
2538	43.3815	191.6810	183.8600
2539	42.5054	204.5059	184.2609
2540	44.4238	201.3874	186.0174
2541	46.3735	202.9222	183.3419
2542	44.1712	197.2265	187.8535
2543	45.1436	203.2960	189.6011
2544	44.1584	196.6110	191.8366
2545	45.2658	191.8349	194.2632
2546	43.3845	204.0696	194.2732
2547	47.1970	198.4801	193.8160
2548	42.3112	198.2930	197.7338
2549	46.2267	194.6762	198.0875
2550	44.7232	197.9057	200.5624
2551	44.4342	201.1013	203.3715
2552	43.7217	206.4647	201.4307
2553	43.1141	189.8565	205.3778
2554	45.7589	193.2498	203.5518
2555	45.1693	205.7615	207.1300
2556	45.9530	198.7857	207.1354
2557	45.3410	187.5054	209.2396
2558	44.1171	191.9549	209.4650
2559	43.5433	199.0137	213.5128
2560	42.9767	207.2603	212.4997
2561	47.2409	194.0096	212.5449
2562	45.7353	190.6914	215.1993
2563	42.3873	195.2440	216.6717
2564	45.9868	195.1529	217.9673
2565	46.9746	199.6100	217.2666
2566	43.0612	189.2865	219.2380
2567	43.0315	196.5682	221.0941
2568	44.3697	186.5988	223.1356
2569	43.8699	195.2853	225.2470
2570	46.7840	191.4141	224.1058
2571	43.1916	191.0680	228.7401
2572	46.2957	187.5574	226.3815
2573	46.3645	188.2322	230.3965
2574	45.7267	212.1683	150.2286
2575	42.5702	211.9831	152.0305
2576	43.8125	210.1083	155.1744
2577	43.8147	213.8664	159.2432
2578	45.1934	208.4855	159.4310
2579	43.2475	221.0891	162.2711
2580	43.1090	209.4335	162.1515
2581	45.8996	208.4715	167.5427
2582	42.2540	219.0502	170.6654
2583	44.1976	223.6742	169.5802
2584	45.2182	211.7785	172.7190
2585	44.9381	215.9568	175.7985
2586	44.6875	221.1576	175.6904
2587	46.8060	224.5903	174.0016
2588	43.2256	213.1251	176.7915
2589	44.5262	223.9846	177.9084
2590	44.3985	217.2635	180.4901
2591	44.4882	224.4566	181.7433
2592	46.3357	211.8291	180.7591
2593	46.9611	220.8541	180.9322
2594	43.5172	210.8425	183.7403
2595	45.5056	220.3588	184.9491
2596	44.8780	215.4132	186.1101
2597	46.4514	224.8424	185.9433
2598	45.9140	208.7580	191.2997
2599	42.6122	212.8738	193.5669
2600	45.1938	222.4484	193.3619
2601	47.2019	217.3932	192.5888
2602	44.7024	212.3939	196.8481
2603	47.4046	206.6529	194.5127
2604	43.4331	210.5190	201.5056
2605	47.2941	214.2635	199.9473
2606	46.5119	212.6090	204.5096
2607	51.6460	208.7973	203.7689
2608	46.5574	208.5374	203.1217
2609	43.7185	211.0839	209.7477
2610	45.1282	212.9033	212.3593
2611	49.4695	123.4039	159.3839
2612	51.6333	121.5707	174.6133
2613	49.1267	112.8331	176.9542
2614	48.7578	122.2771	178.6684
2615	52.5587	122.5985	179.4175
2616	49.9587	124.9417	181.8565
2617	48.7896	118.1847	185.2873
2618	48.7015	120.1310	188.9491
2619	48.9137	116.6933	189.1117
2620	51.0523	115.1871	189.7028
2621	52.2992	122.2726	189.6527
2622	48.7317	124.3851	206.8708
2623	46.7458	123.4585	211.4120
2624	50.1319	121.6409	212.9488
2625	47.3825	121.7867	216.1611
2626	48.8169	121.4489	220.4483
2627	52.6576	122.9433	219.9194
2628	49.7038	145.2508	137.5721
2629	51.6507	138.2008	142.9508
2630	52.3007	133.6017	146.5625
2631	47.6631	148.4131	142.5002
2632	50.3126	128.6065	151.8372
2633	47.8619	126.4483	153.6815
2634	49.6908	137.3739	154.4019
2635	48.7604	127.9280	160.7509
2636	50.8433	134.0075	158.1307
2637	49.3349	137.6773	160.1745
2638	47.9327	130.9653	161.8504
2639	50.4580	128.2301	166.0346
2640	50.3119	133.7602	167.6239
2641	47.6007	142.8932	168.9389
2642	50.2137	138.6946	168.6702
2643	51.8877	127.3471	170.1200
2644	48.4558	126.1929	171.8810
2645	48.2261	132.8831	176.4362
2646	47.6859	137.7611	178.4180
2647	50.6187	145.9171	175.2382
2648	50.4525	128.8008	178.0896
2649	50.7759	136.7721	179.0173
2650	50.8745	141.9963	178.6986
2651	47.5768	144.7945	178.9908
2652	49.5413	142.0738	183.0223
2653	51.2922	125.9108	185.2817
2654	47.0248	131.3371	187.7998
2655	54.4486	132.9493	188.3774
2656	48.3375	142.7591	191.1558
2657	51.9827	136.4379	190.8756
2658	49.9334	130.5393	191.6513
2659	47.7850	128.8353	193.6304
2660	51.2357	132.3576	195.8048
2661	47.2531	131.0787	198.5341
2662	49.0544	133.0507	201.7088
2663	52.2645	129.8287	201.6415
2664	47.2690	134.2734	206.4284
2665	50.8548	133.2531	205.5474
2666	48.7868	129.4571	207.5916
2667	50.5902	137.5990	207.4038
2668	49.6986	140.5928	210.6673
2669	50.9503	133.6982	210.9211
2670	47.5666	136.1006	211.8596
2671	51.4833	127.0015	209.3128
2672	47.8750	126.8606	213.9208
2673	49.1515	129.8095	214.6904
2674	48.8189	142.4679	214.6872
2675	46.7489	137.4999	217.0623
2676	49.8335	137.4648	217.8118
2677	47.1237	141.4197	218.7091
2678	49.5090	131.8365	218.8115
2679	52.1724	128.6334	215.5292
2680	48.7804	143.7433	220.8744
2681	49.1938	128.9805	223.0765
2682	48.9929	138.4625	223.5693
2683	49.4378	133.2793	225.9680
2684	48.9763	142.9486	226.8855
2685	46.7245	141.7521	230.3433
2686	50.3419	137.2929	228.1278
2687	53.5602	130.3038	225.2572
2688	47.1957	134.3070	231.7077
2689	49.8122	139.8164	232.3948
2690	50.2672	144.3158	234.0320
2691	49.8581	143.2966	238.2739
2692	46.6192	160.1700	130.6625
2693	48.1786	155.1692	131.7802
2694	50.6384	155.6057	133.0701
2695	47.0176	146.9688	134.0446
2696	50.9915	161.2875	139.2064
2697	48.4864	159.4584	140.7341
2698	50.3411	149.7776	146.3637
2699	51.2228	163.0219	149.1657
2700	52.1874	154.1469	145.0496
2701	52.3321	159.3419	148.3669
2702	49.8554	151.5416	149.9609
2703	48.4282	157.6902	151.9259
2704	52.5012	148.0370	151.3353
2705	47.9648	157.4333	157.9829
2706	46.8753	165.5530	159.9821
2707	49.5745	162.9337	167.9798
2708	47.4732	164.4315	177.7703
2709	49.4993	154.9486	178.8834
2710	51.0246	147.2425	181.6007
2711	48.0824	150.1685	183.1755
2712	47.4068	150.6861	199.1064
2713	47.6667	152.7832	204.8961
2714	47.0266	150.6248	208.7219
2715	50.8244	161.2151	208.5686
2716	49.7222	153.5895	211.5826
2717	50.1130	145.7364	211.4448
2718	48.1334	159.3399	211.1841
2719	50.0202	164.9916	213.8974
2720	50.6738	149.2358	213.3285
2721	49.2122	159.1590	214.8975
2722	48.2785	163.6331	218.4148
2723	49.0567	148.8930	217.5309
2724	51.2942	155.8263	217.5399
2725	48.1391	155.4668	219.8851
2726	47.0397	146.8083	220.0309
2727	51.4402	152.2160	219.4409
2728	48.9529	148.4423	222.4880
2729	48.1647	153.2922	223.8987
2730	51.2385	146.6016	224.3260
2731	50.6165	164.0852	224.4515
2732	47.5062	159.1087	227.0848
2733	48.3598	148.0073	227.7589
2734	49.9607	151.8428	227.8157
2735	49.0240	156.5784	229.6085
2736	51.1210	163.6910	229.5805
2737	52.5684	160.4941	228.3155
2738	46.8662	153.3555	234.1090
2739	50.3491	148.9903	233.9410
2740	50.1215	159.1664	232.8931
2741	47.7083	147.5785	234.7141
2742	49.0434	153.4462	235.3740
2743	49.6735	162.3633	238.2862
2744	49.0062	157.7684	238.5778
2745	50.9464	153.4385	240.0928
2746	50.4872	170.0788	127.6367
2747	48.1811	182.3639	134.0547
2748	49.7735	177.8043	134.7977
2749	47.5234	172.6597	136.8915
2750	51.6688	184.3227	135.9421
2751	51.6970	178.6467	137.4071
2752	49.8596	172.5586	140.0117
2753	51.2718	183.1998	140.8712
2754	48.7509	168.7149	144.9903
2755	48.5196	174.3150	145.7392
2756	49.7328	186.4309	143.2809
2757	47.2440	184.6782	150.5906
2758	49.5950	181.9785	152.7605
2759	49.7786	174.9670	152.4041
2760	49.8492	167.3453	153.4062
2761	47.4278	167.8314	154.7772
2762	48.0179	174.0462	156.3008
2763	51.1002	180.8525	157.6571
2764	49.1788	168.3974	163.6916
2765	51.9488	174.7462	194.1329
2766	48.3542	183.4113	212.4039
2767	47.2815	174.1994	211.7390
2768	48.5617	168.7430	213.3963
2769	50.1630	172.6338	214.4642
2770	47.0918	167.9082	216.8947
2771	49.7377	178.9867	215.7509
2772	49.8451	186.7620	215.4940
2773	51.6667	181.7623	216.3303
2774	50.7532	173.9310	218.6722
2775	48.9820	168.3687	221.4756
2776	51.4859	180.8607	220.0148
2777	49.0424	186.7395	222.6142
2778	47.4562	176.9560	223.3314
2779	47.3569	171.5290	224.6494
2780	52.1857	176.4691	221.8923
2781	49.9411	181.0932	224.0477
2782	50.5248	175.0087	225.2256
2783	51.1637	184.0596	226.4306
2784	50.5505	167.5942	227.4473
2785	47.7433	182.5587	228.0393
2786	47.8303	177.6457	227.7370
2787	52.5864	173.7105	228.1714
2788	50.2016	175.6292	231.1968
2789	48.0225	181.9004	231.6806
2790	51.6457	170.4507	231.7287
2791	48.5227	172.0135	233.4631
2792	51.5377	181.7381	231.9438
2793	48.1100	178.3046	234.4224
2794	49.0970	167.7107	236.2096
2795	48.4909	175.4078	236.8255
2796	53.0772	170.2517	235.3809
2797	51.9984	182.1132	236.9681
2798	50.4691	179.3032	237.4785
2799	47.8689	172.5981	239.9458
2800	49.9746	191.2524	133.5445
2801	48.6886	188.1011	137.4480
2802	50.5952	203.9046	139.7705
2803	51.0261	191.2029	140.0619
2804	49.0342	200.4123	145.5308
2805	47.5250	206.4590	144.0509
2806	48.1261	196.1919	144.7339
2807	50.4256	204.8947	145.9532
2808	48.5778	191.6367	147.3916
2809	49.0048	195.5809	150.9673
2810	50.8540	190.5337	151.4931
2811	51.5608	199.4190	150.1966
2812	47.4027	198.8499	152.9375
2813	52.0007	185.2178	154.6331
2814	48.2913	203.6239	153.2617
2815	49.9846	189.5394	156.0075
2816	49.6534	203.9374	157.1867
2817	50.8481	193.9723	157.0419
2818	50.4907	200.6962	160.0342
2819	47.5262	197.5719	162.9405
2820	49.4731	206.1225	164.1383
2821	51.5587	200.0196	163.7584
2822	50.5203	199.9733	167.6310
2823	47.8748	199.9023	167.3702
2824	49.2456	207.1326	169.6011
2825	48.0660	198.2975	172.2542
2826	51.3302	207.2462	172.7113
2827	48.6591	193.3773	173.6051
2828	47.6282	207.0509	173.3872
2829	51.5681	201.5902	173.2211
2830	47.5643	203.2810	177.4975
2831	51.3390	199.8004	177.1447
2832	51.1531	205.6291	176.4594
2833	47.8600	198.3983	179.0950
2834	48.5655	194.4210	180.7213
2835	48.6700	207.2924	179.4745
2836	51.5027	197.3690	180.4042
2837	47.9367	198.0561	184.9439
2838	48.1864	194.1824	186.1236
2839	48.9749	199.5315	188.9729
2840	48.2448	204.6793	190.7429
2841	51.5140	203.5220	192.3110
2842	50.5250	196.8330	196.5316
2843	47.3841	200.6828	198.8269
2844	50.3465	202.3711	198.8171
2845	50.6713	198.4965	202.4514
2846	48.3441	201.0537	204.3029
2847	48.0187	206.3120	204.7187
2848	51.7793	204.5367	203.3792
2849	48.4115	195.3198	206.7740
2850	48.5136	191.1642	207.9971
2851	48.0375	203.9687	208.4913
2852	51.4033	197.3378	208.9336
2853	47.1119	199.1590	212.0810
2854	51.9009	190.2372	212.4367
2855	50.3290	196.2776	216.0979
2856	47.9513	204.2344	217.2739
2857	51.2832	202.3641	217.4004
2858	49.9883	189.5279	218.7436
2859	47.9676	200.3030	221.3300
2860	51.8308	192.9249	220.6918
2861	48.8366	205.3692	221.5917
2862	51.3082	193.7400	224.3865
2863	47.3623	192.5890	228.5029
2864	50.9098	194.5846	227.7598
2865	49.2930	187.9482	230.6260
2866	52.6523	192.3392	232.2425
2867	52.5445	208.6578	143.8502
2868	47.8288	209.0364	148.0005
2869	51.2191	208.8779	148.9088
2870	48.9526	210.6917	153.1169
2871	48.6145	208.2752	158.2117
2872	46.7056	219.7026	157.7181
2873	49.4871	214.0635	158.9645
2874	48.1679	218.6887	164.8901
2875	48.0804	211.8078	169.3372
2876	51.3753	212.9941	167.8217
2877	48.8266	215.0655	172.2475
2878	47.4275	219.4328	172.5984
2879	49.9075	214.7481	175.2944
2880	48.9327	220.6055	177.0616
2881	50.6144	211.5028	179.0811
2882	51.7450	216.6250	177.8358
2883	48.9085	216.3068	181.5528
2884	50.3588	219.2432	183.6965
2885	49.8136	210.6193	184.6191
2886	47.4854	218.1115	186.8222
2887	49.1634	214.5046	186.9922
2888	50.4670	218.2412	187.9048
2889	50.5569	207.9365	188.0918
2890	50.0739	223.0874	191.0310
2891	48.3000	212.2943	193.4722
2892	50.7049	216.4056	192.8175
2893	52.2538	209.9660	190.9515
2894	50.7671	212.9403	196.6070
2895	49.2396	208.0501	197.2021
2896	49.9106	211.3224	200.9482
2897	52.7851	218.1692	203.8703
2898	50.8594	215.3079	203.2010
2899	48.7524	213.3383	208.7199
2900	48.0223	208.5750	210.4515
2901	48.2078	208.6529	214.7975
2902	55.5183	110.9189	167.7684
2903	53.1284	125.6488	166.1874
2904	55.2846	109.0548	172.6388
2905	53.1123	120.7918	184.4041
2906	55.5514	112.6426	187.9004
2907	53.1721	113.6993	189.6204
2908	54.0257	117.5662	188.8594
2909	55.9096	120.6467	190.7609
2910	54.5070	111.3838	193.8120
2911	53.2698	117.2789	195.1837
2912	56.6759	116.0116	195.2688
2913	52.7121	120.7609	199.8573
2914	56.6117	110.9320	197.2885
2915	56.1795	119.9772	201.0333
2916	55.1509	114.9812	201.9158
2917	55.7841	124.9588	201.9149
2918	52.1515	123.8793	205.7838
2919	54.6741	117.8203	207.3124
2920	53.6684	122.0382	211.6434
2921	53.0143	118.6064	215.5954
2922	55.7583	123.1593	217.1663
2923	56.2642	141.1084	134.5700
2924	56.2169	124.9925	147.9229
2925	56.9675	127.5232	154.5256
2926	53.2449	138.6080	157.7759
2927	53.4934	133.0527	161.8005
2928	57.0047	135.8160	162.2081
2929	54.5043	129.4125	168.6775
2930	54.3011	136.6558	169.4695
2931	56.8702	126.6878	168.3474
2932	53.5939	144.3696	171.6513
2933	57.5963	129.2162	172.8958
2934	56.1937	136.1369	174.5662
2935	55.8938	140.3975	178.7049
2936	56.3174	139.9630	189.5609
2937	52.7499	142.2918	193.4588
2938	54.5375	139.5198	198.0114
2939	57.2782	136.3416	194.8318
2940	53.3365	135.9497	197.7611
2941	57.7595	126.5174	196.5881
2942	55.7170	133.2683	201.6559
2943	56.7163	128.1626	203.4570
2944	57.2005	136.2994	205.0497
2945	54.1415	133.1474	204.8317
2946	53.6349	137.2725	205.9662
2947	54.0686	128.2892	206.6614
2948	56.1598	124.1640	209.7220
2949	55.9205	139.0648	208.7410
2950	54.0111	131.8765	210.6636
2951	55.4136	142.4575	211.9526
2952	52.6230	140.6261	212.7503
2953	57.2300	134.7637	210.1385
2954	53.7089	134.9891	213.2246
2955	56.6931	130.2544	211.6932
2956	52.7322	125.2585	215.1049
2957	52.1812	143.4089	215.9223
2958	55.1557	138.7238	217.0053
2959	53.8122	135.8597	217.7531
2960	54.9127	129.9791	217.3395
2961	54.3176	144.2995	219.1810
2962	52.2482	132.9840	220.5949
2963	52.0453	140.3042	220.9658
2964	52.9031	135.7007	224.0772
2965	53.1054	139.1295	225.9490
2966	52.7459	143.3049	224.5560
2967	52.5926	142.6542	231.0088
2968	52.1525	133.1398	231.0008
2969	56.6311	143.7382	238.6976
2970	53.5425	153.2152	129.4504
2971	56.8630	147.7654	129.4851
2972	55.6901	157.2507	139.8109
2973	53.4268	154.2190	140.5922
2974	54.5703	160.9502	142.5807
2975	56.2571	166.1549	146.2917
2976	55.6563	150.0789	148.3251
2977	56.5798	153.9570	147.5307
2978	56.0220	166.0300	151.5585
2979	53.2523	160.3323	157.6216
2980	54.0231	167.6761	154.9972
2981	54.8433	159.4455	182.4357
2982	56.7563	162.7824	181.7824
2983	56.3831	160.9143	186.6684
2984	52.1732	157.3472	211.2196
2985	54.4652	156.0549	214.3646
2986	53.5282	164.8439	214.0248
2987	56.7168	151.4629	213.4446
2988	54.1302	149.2982	214.5204
2989	52.1319	162.2896	216.5378
2990	55.8596	152.8239	219.7302
2991	55.3922	148.2996	218.1457
2992	54.6740	162.4239	221.7989
2993	54.6447	157.3985	221.5679
2994	54.1073	149.4430	223.6990
2995	52.3695	154.0600	224.6418
2996	54.0729	145.7124	228.2790
2997	56.8404	144.7290	224.5935
2998	56.3211	153.5931	225.8896
2999	57.1925	156.8902	222.9562
3000	54.8019	165.3182	226.9741
3001	53.0383	151.9655	228.9278
3002	54.7519	155.2134	229.8156
3003	56.2386	148.5093	228.0517
3004	52.8525	147.7642	231.4060
3005	56.3819	159.5503	229.6441
3006	53.2002	159.7516	231.9170
3007	55.2079	151.2466	234.3434
3008	52.7044	155.4906	234.4598
3009	56.2736	155.9244	235.2201
3010	54.5878	160.6560	236.0861
3011	53.0140	149.7770	237.0841
3012	53.2561	156.5635	238.8749
3013	58.2221	159.2195	238.6410
3014	55.4226	164.5164	241.2311
3015	56.4119	167.6240	123.6847
3016	56.2487	176.5460	128.7263
3017	53.6538	180.7374	133.2172
3018	55.7850	183.9822	134.8408
3019	54.5350	187.3174	135.8090
3020	55.0138	185.1719	141.1071
3021	55.3214	180.5787	153.2439
3022	55.8857	173.5653	157.9771
3023	54.1369	176.8737	160.7572
3024	56.7256	185.1389	160.0681
3025	54.9783	176.8934	167.7388
3026	54.9457	167.7749	174.5755
3027	56.9684	171.9315	174.7829
3028	57.3068	167.1550	177.2966
3029	54.3105	170.5174	181.3741
