label_id	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	n_pixels	distances	side	side2	absolute
19	181.599990844727	156	24.8000011444092	179.6	154.72	22.5	187.76	157.76	28.5	85776	-5.71362955459602	FALSE	TRUE	5.71362955459602
20	206.559997558594	145.919998168945	27.2000007629395	203.2	143.6	24.7	209.52	148.48	30.4	105171	-29.2958798120192	FALSE	TRUE	29.2958798120192
21	139.360000610352	187.839996337891	24.3999996185303	137.6	185.36	20.5	141.2	189.52	29.9	72081	45.6889464552474	TRUE	FALSE	45.6889464552474
22	164.160003662109	199.839996337891	27.2000007629395	161.76	196.96	23.2	166.32	202	31.5	99174	39.2069340494369	TRUE	FALSE	39.2069340494369
23	200.15998840332	141.440002441406	31.2000007629395	196.96	138.96	29	202.56	143.92	34.8	102706	-28.9685706796887	FALSE	TRUE	28.9685706796887
24	189.599990844727	164.479995727539	30.6000003814697	187.36	162.88	26.3	193.92	168.72	31.3	100935	-4.430581015138	FALSE	TRUE	4.430581015138
25	174.399993896484	176.479995727539	29.2000007629395	172.56	172.88	26.4	177.04	180.88	31.5	102267	14.5247503544715	TRUE	FALSE	14.5247503544715
26	174.720001220703	116.159996032715	33.6000022888184	172.64	113.84	32.2	176.64	118	36.6	47936	-32.3851864540433	FALSE	TRUE	32.3851864540433
27	194.879989624023	120	31.8000011444092	193.68	118.56	30	196.56	121.12	39.9	25382	-42.2430890894705	FALSE	TRUE	42.2430890894705
28	132.31999206543	162.720001220703	35.7999992370605	129.52	160.56	32.1	133.76	164.24	39.1	35422	30.3966855756521	TRUE	FALSE	30.3966855756521
29	159.519989013672	164.639999389648	37.4000015258789	157.28	162.64	33.1	162.32	168	40.9	105420	14.3970342882377	TRUE	FALSE	14.3970342882377
30	142.879989624023	184.31999206543	37	140.24	180.48	33.9	145.68	186.48	39.9	83908	40.1494688116759	TRUE	FALSE	40.1494688116759
31	172.800003051758	169.759994506836	36.7999992370605	170.64	166.4	34	175.44	174.24	39.5	109987	9.95261797662317	TRUE	FALSE	9.95261797662317
32	158.559997558594	120.159996032715	41.4000015258789	156.08	117.68	37.4	163.76	122.8	44.9	110363	-19.2378618040012	FALSE	TRUE	19.2378618040012
33	207.839996337891	117.599998474121	41	204.8	116.08	37.9	211.44	122.8	43.9	102967	-52.7425105217459	FALSE	TRUE	52.7425105217459
34	137.919998168945	144	42.7999992370605	135.52	139.44	37.9	141.76	147.44	46.3	91419	12.2366036424728	TRUE	FALSE	12.2366036424728
35	153.440002441406	124.479995727539	41.7999992370605	150.4	122.32	38.7	156.64	127.12	47	107154	-12.6491089530273	FALSE	TRUE	12.6491089530273
36	166.559997558594	134.559997558594	45.2000007629395	163.36	131.84	39.4	168.56	137.84	46.9	109783	-13.5465280806417	FALSE	TRUE	13.5465280806417
37	184.639999389648	140.479995727539	41.4000015258789	182.08	138.88	37.1	187.44	143.52	43.2	78443	-20.3894334944679	FALSE	TRUE	20.3894334944679
38	202.080001831055	126.879997253418	41.2000007629395	199.84	124.08	39.1	205.36	129.92	43.4	86465	-41.9328319042444	FALSE	TRUE	41.9328319042444
39	203.519989013672	138.879989624023	41.7999992370605	201.12	135.2	39	206.48	142.08	44.3	107711	-33.5754539891154	FALSE	TRUE	33.5754539891154
40	134.559997558594	149.919998168945	38.2000007629395	133.36	148	37.2	136.8	151.6	39.9	20186	19.0915229455647	TRUE	FALSE	19.0915229455647
41	137.759994506836	146.080001831055	38	135.6	144.64	36.5	139.12	148.4	42.7	35497	14.1133264852992	TRUE	FALSE	14.1133264852992
42	223.360000610352	148.639999389648	42.7999992370605	221.04	146.48	39.8	227.92	150.48	44.9	97713	-38.4403531691035	FALSE	TRUE	38.4403531691035
43	237.279998779297	145.119995117188	39.6000022888184	233.6	142.8	37.4	240.64	150.64	43	126889	-49.6702738391607	FALSE	TRUE	49.6702738391607
44	205.440002441406	180.479995727539	39.7999992370605	202.88	176.4	37.3	208	183.04	43.2	110209	-2.31279491664713	FALSE	TRUE	2.31279491664713
45	203.519989013672	204	40.7999992370605	201.12	201.12	37.8	206.96	206.16	43.4	103271	17.3598838035183	TRUE	FALSE	17.3598838035183
46	162.879989624023	114.879997253418	47	156.96	112.72	43.4	165.76	118.56	49.4	134654	-26.2557239079259	FALSE	TRUE	26.2557239079259
47	202.399993896484	117.599998474121	43.4000015258789	200.64	114.16	40	206.16	120	44.9	81722	-49.3955087668481	FALSE	TRUE	49.3955087668481
48	140.800003051758	164	46.6000022888184	138.4	161.84	43.1	144.72	167.6	51.2	100231	25.5051504247703	TRUE	FALSE	25.5051504247703
49	162.879989624023	179.360000610352	45.2000007629395	160.32	176.08	42.2	165.52	183.36	47.7	126387	23.2896347374029	TRUE	FALSE	23.2896347374029
50	153.279998779297	206.399993896484	45.4000015258789	149.2	203.68	43	155.76	210.24	48.2	116248	50.2866904273625	TRUE	FALSE	50.2866904273625
51	165.279998779297	207.360000610352	43.6000022888184	163.44	203.28	41.3	168.24	210.56	45.6	108262	43.5821805299767	TRUE	FALSE	43.5821805299767
52	168	201.119995117188	45.4000015258789	165.68	198.8	43.7	171.68	205.52	47.6	110962	36.9407710056101	TRUE	FALSE	36.9407710056101
53	200.639999389648	190.559997558594	42.4000015258789	197.2	187.36	40.3	203.92	193.92	45.8	112401	8.49712051781583	TRUE	FALSE	8.49712051781583
54	163.039993286133	216.31999206543	43.7999992370605	162.32	213.36	41.3	167.28	225.2	46	33469	51.9510820295937	TRUE	FALSE	51.9510820295937
55	167.199996948242	220.15998840332	44.6000022888184	164.96	219.04	42.3	168.24	225.2	44.9	31082	52.3222353401202	TRUE	FALSE	52.3222353401202
56	207.519989013672	214.879989624023	45.4000015258789	204.08	213.44	41.3	210.24	216.88	48	81321	23.2566307969029	TRUE	FALSE	23.2566307969029
57	148.479995727539	126.23999786377	49.2000007629395	144.64	123.52	46.1	150.4	131.84	51.3	123237	-8.37442244853642	FALSE	TRUE	8.37442244853642
58	154.239990234375	203.839996337891	52.6000022888184	149.04	197.76	49.7	157.76	207.12	57.7	213809	47.4118470177561	TRUE	FALSE	47.4118470177561
59	155.199996948242	199.679992675781	51.6000022888184	153.28	195.52	49.6	157.92	201.52	55.3	102793	43.6183111274943	TRUE	FALSE	43.6183111274943
60	182.399993896484	201.759994506836	50.2000007629395	180.48	199.44	47.5	187.92	205.84	52	114708	28.2486340369593	TRUE	FALSE	28.2486340369593
61	212.31999206543	202.879989624023	49.6000022888184	209.84	199.68	46.6	215.28	206.48	52	111764	10.672105658728	TRUE	FALSE	10.672105658728
62	162.559997558594	117.279998779297	52.4000015258789	156.24	113.92	50.2	166	120.32	57	178613	-24.4064303769383	FALSE	TRUE	24.4064303769383
63	139.679992675781	143.839996337891	56.4000015258789	136.56	135.2	52.7	142.08	145.84	58.4	76739	10.5224170436286	TRUE	FALSE	10.5224170436286
64	140.31999206543	141.279998779297	50.6000022888184	137.12	135.76	50	142.16	144.96	53.5	61897	8.33238352152153	TRUE	FALSE	8.33238352152153
65	140	142.720001220703	59.6000022888184	138.16	133.6	52.7	142.24	144.64	59.9	100236	9.38875112360308	TRUE	FALSE	9.38875112360308
66	142.720001220703	136	55	139.44	132.08	51.8	144.96	140.72	59	54598	2.62616406475305	TRUE	FALSE	2.62616406475305
67	148.479995727539	133.279998779297	58	140.08	128.96	50.8	150.8	134.88	59.9	86837	-3.29013286244033	FALSE	TRUE	3.29013286244033
68	144.479995727539	126.719993591309	53	143.6	125.12	50	150	129.04	54.8	33280	-5.50676278090363	FALSE	TRUE	5.50676278090363
69	200.639999389648	203.519989013672	55.6000022888184	195.84	200.24	53.3	204.32	206	58.9	122176	18.0957950836001	TRUE	FALSE	18.0957950836001
70	225.440002441406	189.919998168945	54.2000007629395	223.2	184.96	51.6	229.04	192.56	56	108950	-7.83225567488962	FALSE	TRUE	7.83225567488962
71	193.759994506836	120.639999389648	58.4000015258789	189.04	117.6	56.2	196.72	125.28	60.9	69111	-42.1067277429072	FALSE	TRUE	42.1067277429072
72	199.199996948242	118.879997253418	59.6000022888184	195.44	113.92	55	203.12	123.92	61.8	83732	-46.9717397186249	FALSE	TRUE	46.9717397186249
73	203.039993286133	125.439994812012	59.7999992370605	198.32	122.08	57.5	206	127.28	61.9	105678	-44.3715597265722	FALSE	TRUE	44.3715597265722
74	136.160003662109	136.959991455078	57.6000022888184	134.8	135.04	55.6	138.24	139.12	60.8	45592	7.56178187469227	TRUE	FALSE	7.56178187469227
75	140.959991455078	134.559997558594	57.6000022888184	136.72	132.88	55.5	143.28	141.12	63.8	86369	2.69751535297947	TRUE	FALSE	2.69751535297947
76	142.080001831055	130.720001220703	61.6000022888184	140.16	125.28	56	147.76	133.52	64.2	83995	-1.36986185221069	FALSE	TRUE	1.36986185221069
77	230.720001220703	140.959991455078	59	225.28	139.84	56.8	235.28	143.28	61.3	28111	-49.7090623771082	FALSE	TRUE	49.7090623771082
78	194.879989624023	146.879989624023	60.4000015258789	189.04	143.36	55.8	197.44	153.92	62.5	105709	-22.6592745956007	FALSE	TRUE	22.6592745956007
79	164.31999206543	198.399993896484	63.7999992370605	162.24	192.88	59.5	166.48	201.36	65.9	104001	36.4582180908427	TRUE	FALSE	36.4582180908427
80	180.800003051758	210.720001220703	59.2000007629395	169.28	204.8	56	183.76	213.36	61.5	156067	35.9001242810904	TRUE	FALSE	35.9001242810904
81	155.360000610352	115.839996337891	64.4000015258789	153.84	113.68	61.5	160.08	118	67.5	57731	-21.1464165157722	FALSE	TRUE	21.1464165157722
82	201.599990844727	123.199996948242	62.4000015258789	198.48	121.36	60.5	204.72	125.28	64.9	81782	-45.2624262500801	FALSE	TRUE	45.2624262500801
83	133.119995117188	142.080001831055	67	131.44	139.92	63.3	135.44	145.6	69.9	57387	13.1876231391718	TRUE	FALSE	13.1876231391718
84	226.399993896484	134.239990234375	67.2000045776367	223.2	131.52	64.8	230.4	135.84	70.5	74150	-52.533313862712	FALSE	TRUE	52.533313862712
85	218.559997558594	164	64	215.12	161.44	62.1	223.6	167.04	65.6	101420	-24.3104399271943	FALSE	TRUE	24.3104399271943
86	170.720001220703	178.239990234375	65.5999984741211	122.72	173.52	64.4	174.48	184.8	69.9	47516	16.7476988183567	TRUE	FALSE	16.7476988183567
87	141.440002441406	211.679992675781	66	138.24	207.76	64.3	145.12	214.8	68	72536	61.1385679539919	TRUE	FALSE	61.1385679539919
88	167.839996337891	108.959999084473	71.8000030517578	162.96	107.52	69.1	171.92	112.4	76.5	134020	-34.6575485866593	FALSE	TRUE	34.6575485866593
89	202.399993896484	110.720001220703	71.4000015258789	199.84	108	69.1	207.36	112.8	73.4	79695	-55.6261709254663	FALSE	TRUE	55.6261709254663
90	207.679992675781	124	71	204.4	121.04	68.8	211.12	126.48	73.2	83106	-48.7632994919484	FALSE	TRUE	48.7632994919484
91	222.879989624023	111.839996337891	70.2000045776367	218.48	108.24	68.6	226	116.48	72.6	98727	-67.7770494894003	FALSE	TRUE	67.7770494894003
92	222.239990234375	108.639999389648	69.4000015258789	219.92	106.24	67.4	225.04	110.8	71.6	60560	-69.8243784341245	FALSE	TRUE	69.8243784341245
93	137.599990844727	136.800003051758	71.2000045776367	135.52	135.28	68	139.6	139.68	74.6	61897	6.1871791948901	TRUE	FALSE	6.1871791948901
94	170.399993896484	124.959999084473	68.4000015258789	166.4	123.44	67	176.08	127.2	74.9	75683	-24.0755696894578	FALSE	TRUE	24.0755696894578
95	185.919998168945	140.479995727539	69.5999984741211	183.2	138.8	67	188.8	145.2	72.9	131274	-22.1789789619674	FALSE	TRUE	22.1789789619674
96	199.519989013672	143.839996337891	68.2000045776367	196	142.16	65.8	204.72	147.68	71	80672	-28.1851862323446	FALSE	TRUE	28.1851862323446
97	228.15998840332	133.119995117188	71.8000030517578	223.68	130.32	69.6	230.16	135.6	73.5	68389	-54.6501783856261	FALSE	TRUE	54.6501783856261
98	125.279998779297	145.919998168945	68.8000030517578	123.44	144.24	65	127.68	150.08	71.2	38437	21.1772901989922	TRUE	FALSE	21.1772901989922
99	129.279998779297	150.399993896484	65	126.96	146.96	65	131.36	152.4	67.1	39181	22.0477509830458	TRUE	FALSE	22.0477509830458
100	145.759994506836	164.639999389648	71.5999984741211	144.56	162.16	68.4	149.12	166.48	72.7	33718	22.0626406454512	TRUE	FALSE	22.0626406454512
101	162.239990234375	165.119995117188	68.4000015258789	157.12	162.4	67.7	166.72	169.12	72.3	91715	11.9390487412306	TRUE	FALSE	11.9390487412306
102	177.279998779297	187.039993286133	68.8000030517578	174.48	183.76	65.6	182.88	189.52	72.1	130476	19.3317417870776	TRUE	FALSE	19.3317417870776
103	216.31999206543	186.399993896484	71.4000015258789	212.08	183.52	69.6	219.28	190	73.1	60036	-5.63195479099763	FALSE	TRUE	5.63195479099763
104	228.639999389648	186.720001220703	71.4000015258789	225.68	183.52	68.7	231.6	189.68	73.7	101459	-12.9721003898186	FALSE	TRUE	12.9721003898186
105	149.119995117188	121.759994506836	77.5999984741211	146.08	118.8	74.7	150.88	124.32	80	95670	-12.8672587328747	FALSE	TRUE	12.8672587328747
106	153.759994506836	120.159996032715	77.2000045776367	150.96	117.92	74	156.08	122.8	79.4	82743	-17.0802000047898	FALSE	TRUE	17.0802000047898
107	186.399993896484	122.399993896484	75.5999984741211	183.2	119.92	73.5	188.16	125.92	78.2	90933	-36.5015020054338	FALSE	TRUE	36.5015020054338
108	128.959991455078	140.959991455078	74.4000015258789	126	135.84	74.5	132.16	142.24	80.7	4907	14.929000069745	TRUE	FALSE	14.929000069745
109	139.839996337891	128.160003662109	74.4000015258789	137.36	124.96	70	142.56	130.16	77.1	82595	-2.02167776060519	FALSE	TRUE	2.02167776060519
110	199.679992675781	141.599990844727	75.2000045776367	198.16	140.24	73.2	205.04	146.96	81.4	113033	-30.1996026559591	FALSE	TRUE	30.1996026559591
111	137.599990844727	162.399993896484	75.2000045776367	135.28	158.24	72.8	140.16	171.04	77.2	94970	25.5467485357068	TRUE	FALSE	25.5467485357068
112	164.800003051758	162.879989624023	73.2000045776367	161.12	159.44	70.7	168.48	165.76	76.2	90243	8.48875732625692	TRUE	FALSE	8.48875732625692
113	222.559997558594	150.239990234375	74.4000015258789	220.48	146	72	227.12	153.28	76.6	114957	-37.8814036327597	FALSE	TRUE	37.8814036327597
114	232.639999389648	148	77.4000015258789	225.28	144.72	72.9	236.16	152	79.9	181149	-46.0051355106427	FALSE	TRUE	46.0051355106427
115	197.759994506836	183.679992675781	77	193.12	181.2	73.9	200.64	185.68	80.9	79217	3.64873588378159	TRUE	FALSE	3.64873588378159
116	135.520004272461	195.360000610352	75.5999984741211	133.92	191.52	73	138.24	198.64	78.5	87362	52.095920333543	TRUE	FALSE	52.095920333543
117	141.759994506836	204.15998840332	74.4000015258789	136.72	201.92	71.3	144.56	210.96	76.7	114977	54.9110040163089	TRUE	FALSE	54.9110040163089
118	230.239990234375	186.399993896484	77	225.84	183.76	74.5	233.04	189.92	78.8	83415	-14.3982614660476	FALSE	TRUE	14.3982614660476
119	149.919998168945	208.639999389648	73.2000045776367	148	206.8	70.1	153.2	214	75.3	104464	53.2292215202339	TRUE	FALSE	53.2292215202339
120	150.720001220703	112.959999084473	82.4000015258789	147.68	110.8	78.6	153.28	114.24	85.7	90817	-20.6114395267258	FALSE	TRUE	20.6114395267258
121	203.679992675781	116.959999084473	78.5999984741211	201.44	114	75.2	205.76	119.04	80.7	82509	-51.8136667645751	FALSE	TRUE	51.8136667645751
122	162.080001831055	183.679992675781	79.2000045776367	158.8	180.88	77.1	164.4	187.68	82.7	88294	26.0937825537004	TRUE	FALSE	26.0937825537004
123	202.399993896484	183.679992675781	79.8000030517578	200.56	181.36	77.6	209.76	189.84	81.4	87314	0.739422603775477	TRUE	FALSE	0.739422603775477
124	224.31999206543	176.800003051758	78.2000045776367	221.2	175.04	76	228.88	178.88	80.2	72597	-18.3129154327416	FALSE	TRUE	18.3129154327416
125	200.639999389648	124.319999694824	84.4000015258789	195.2	119.28	82.5	204.72	128.16	86.3	106397	-44.3251546199059	FALSE	TRUE	44.3251546199059
126	126.719993591309	143.360000610352	83.4000015258789	121.76	143.04	81.1	129.36	148.32	86.4	2531	18.0861225279966	TRUE	FALSE	18.0861225279966
127	142.720001220703	137.119995117188	83.4000015258789	139.6	134.56	80.9	144.8	140.4	85.6	103843	2.92029262737483	TRUE	FALSE	2.92029262737483
128	175.360000610352	129.119995117188	87.8000030517578	170.32	127.76	82.9	177.6	131.92	91.9	94670	-24.4568768695068	FALSE	TRUE	24.4568768695068
129	159.039993286133	159.360000610352	84.5999984741211	157.44	155.28	82.8	162.16	162.08	86.7	85020	9.24696464848572	TRUE	FALSE	9.24696464848572
130	181.279998779297	156.160003662109	87	178.48	153.68	84.2	185.28	159.44	88.8	93700	-7.50289165752318	FALSE	TRUE	7.50289165752318
131	163.679992675781	181.759994506836	85.5999984741211	112.64	179.92	83.3	167.36	194.48	88.4	111126	23.4688556733275	TRUE	FALSE	23.4688556733275
132	199.360000610352	203.199996948242	86.2000045776367	196.4	201.04	83.8	202.96	206.24	89.9	91550	17.685795079013	TRUE	FALSE	17.685795079013
133	183.519989013672	121.439994812012	87	178.16	119.12	85.7	187.52	125.76	89.5	104893	-35.5795822249336	FALSE	TRUE	35.5795822249336
134	141.759994506836	185.440002441406	87.8000030517578	138.72	180.56	85.5	146	188.24	91	122080	40.2770713863615	TRUE	FALSE	40.2770713863615
135	183.679992675781	188	90.5999984741211	177.6	182.88	89.3	186.8	191.2	94.4	107973	15.5453671718598	TRUE	FALSE	15.5453671718598
136	135.199996948242	121.439994812012	96.4000015258789	132.08	119.2	93.9	138.4	125.6	98.9	112563	-4.16861563602639	FALSE	TRUE	4.16861563602639
137	163.519989013672	136.800003051758	95.4000015258789	160.88	134.48	92.4	171.44	140.24	95.7	98031	-11.0153676760768	FALSE	TRUE	11.0153676760768
138	173.119995117188	132.800003051758	94.5999984741211	168.16	131.28	91.1	178.24	136	99.9	97684	-20.2733504831449	FALSE	TRUE	20.2733504831449
139	184.639999389648	159.360000610352	94	179.04	154.88	91.2	187.2	161.2	96.9	44230	-7.27690359623187	FALSE	TRUE	7.27690359623187
140	190.559997558594	145.919998168945	97.4000015258789	184.32	141.6	92.9	195.68	151.76	99.8	36607	-21.4529065295195	FALSE	TRUE	21.4529065295195
141	222.559997558594	160.639999389648	93.8000030517578	215.28	156.16	91.1	228.08	163.76	95.6	78020	-30.2112444610456	FALSE	TRUE	30.2112444610456
142	135.520004272461	183.199996948242	93.5999984741211	134.08	180.64	91.7	139.12	189.12	96.1	107767	42.5067468330908	TRUE	FALSE	42.5067468330908
143	175.839996337891	172.160003662109	94.5999984741211	160.16	165.76	90.7	179.2	186.88	100.9	125025	8.19787378861156	TRUE	FALSE	8.19787378861156
144	215.360000610352	180.639999389648	95.4000015258789	212.88	177.12	92.1	219.04	182.96	97.6	115652	-10.1492993536302	FALSE	TRUE	10.1492993536302
145	162.239990234375	201.759994506836	91.8000030517578	160.08	198.4	90	165.6	204.56	96.4	115227	39.7325719808986	TRUE	FALSE	39.7325719808986
146	175.839996337891	192.479995727539	95.5999984741211	132.72	109.68	94.2	180.56	194.56	98.2	110010	23.8896614047635	TRUE	FALSE	23.8896614047635
147	197.599990844727	84.6399993896484	102	191.6	81.52	98.5	200.64	87.28	104.1	164651	-72.8223584244959	FALSE	TRUE	72.8223584244959
148	113.919998168945	143.039993286133	97	112.24	140.72	95.5	117.6	148.4	99.8	50574	26.2006582811732	TRUE	FALSE	26.2006582811732
149	127.199996948242	126.399993896484	106	120.24	123.12	99.2	129.68	128.88	109.2	152914	4.97267384038538	TRUE	FALSE	4.97267384038538
150	178.239990234375	144.479995727539	102.800003051758	174.72	135.04	99.5	180.56	146.24	103.4	104009	-14.7020834383157	FALSE	TRUE	14.7020834383157
151	111.040000915527	164.959991455078	98.8000030517578	107.04	158.96	96.5	112.96	167.68	100.7	85165	44.5728703686598	TRUE	FALSE	44.5728703686598
152	200.959991455078	146.080001831055	102.200004577637	196.24	143.44	99.8	204.72	149.04	105.8	141623	-27.9947198305635	FALSE	TRUE	27.9947198305635
153	145.919998168945	186.879989624023	101	143.52	182.08	98.6	149.04	188.8	103.1	95785	38.5754003775192	TRUE	FALSE	38.5754003775192
154	171.199996948242	188.479995727539	101.599998474121	166.72	183.76	98.5	173.44	191.36	104.1	122224	23.6664218725771	TRUE	FALSE	23.6664218725771
155	208.799987792969	183.679992675781	100.200004577637	206.56	180.08	98.5	212.8	187.76	103.9	122555	-3.78736280065588	FALSE	TRUE	3.78736280065588
156	131.839996337891	205.599990844727	100.200004577637	130.08	203.6	95.7	134.4	213.44	101.2	91266	61.9701495386409	TRUE	FALSE	61.9701495386409
157	182.399993896484	200.639999389648	102.200004577637	179.12	197.92	98.4	185.04	204.88	106.7	92578	26.0229799262055	TRUE	FALSE	26.0229799262055
158	191.519989013672	189.759994506836	101	190.4	183.44	98.4	199.92	191.44	102.4	85187	11.8519582474184	TRUE	FALSE	11.8519582474184
159	219.519989013672	124.639999389648	104.200004577637	216.88	119.44	100	221.44	130.96	106.4	123995	-56.3548837931229	FALSE	TRUE	56.3548837931229
160	118.879997253418	131.839996337891	107.599998474121	116.48	128	104.5	122.32	134.8	110.6	106488	14.5609677966604	TRUE	FALSE	14.5609677966604
161	144.160003662109	139.679992675781	104.800003051758	141.44	137.76	100.5	146.56	143.6	107	112382	3.77525478178767	TRUE	FALSE	3.77525478178767
162	158.720001220703	165.919998168945	103.200004577637	150.4	163.36	100.7	159.92	170.4	103.4	73040	14.2785694795616	TRUE	FALSE	14.2785694795616
163	208.15998840332	167.519989013672	103.400001525879	204	160.32	102.6	209.76	170.4	105.3	88753	-15.9533252739009	FALSE	TRUE	15.9533252739009
164	115.040000915527	202.399993896484	106.400001525879	111.6	198.88	101.4	118.32	205.84	108.7	102132	70.3283431871771	TRUE	FALSE	70.3283431871771
165	186.399993896484	191.519989013672	104.800003051758	180.08	188.64	104	190.56	194.24	106.3	74333	16.3830109712306	TRUE	FALSE	16.3830109712306
166	195.519989013672	194.879989624023	106.400001525879	191.6	191.36	104.1	200.96	196.88	109.3	92522	13.2745049963073	TRUE	FALSE	13.2745049963073
167	143.199996948242	101.919998168945	108.800003051758	141.04	99.92	106.4	148.56	104.24	113.3	64145	-23.9581998009191	FALSE	TRUE	23.9581998009191
168	162.720001220703	110.720001220703	106.800003051758	157.68	108	105	164.88	113.68	109	101365	-30.2779014243998	FALSE	TRUE	30.2779014243998
169	112.319999694824	134.720001220703	108.599998474121	110.24	130.32	105.7	114.88	138.56	113.3	108742	21.0781084572446	TRUE	FALSE	21.0781084572446
170	184.959991455078	161.919998168945	111.400001525879	181.84	160.24	109.2	187.04	166.8	113.5	90450	-5.66445197138485	FALSE	TRUE	5.66445197138485
171	208	156.800003051758	109.800003051758	203.84	154.72	107.7	210.64	162.16	112.2	113766	-24.2313242003919	FALSE	TRUE	24.2313242003919
172	208.959991455078	166.559997558594	110.800003051758	205.52	161.68	108.6	210.4	174.64	113.6	91759	-17.2635337440206	FALSE	TRUE	17.2635337440206
173	173.919998168945	172.479995727539	113.400001525879	172	168.64	109.5	176.48	175.2	115.7	99351	9.54783584305155	TRUE	FALSE	9.54783584305155
174	120.799995422363	200.479995727539	110.400001525879	118.88	194.88	108.3	124.16	203.2	113.3	108292	65.1354543424292	TRUE	FALSE	65.1354543424292
175	139.199996948242	202.080001831055	107.400001525879	137.6	198.24	105.6	142.24	208.88	109.9	96138	54.5153926555194	TRUE	FALSE	54.5153926555194
176	167.679992675781	186.720001220703	111.400001525879	165.84	184.32	107.3	173.52	192.64	112.7	128692	24.4921621919553	TRUE	FALSE	24.4921621919553
177	158.879989624023	213.119995117188	110.599998474121	155.2	210.24	106.1	161.12	215.2	113.6	99742	50.4691242924503	TRUE	FALSE	50.4691242924503
178	121.279998779297	119.040000915527	115.800003051758	119.36	116.56	113.7	126.32	122.32	122.4	75643	3.56126261366684	TRUE	FALSE	3.56126261366684
179	176.800003051758	125.759994506836	115.599998474121	174.64	119.44	112.3	180.48	129.12	117.8	57584	-28.0470535967542	FALSE	TRUE	28.0470535967542
180	186.879989624023	109.279998779297	114.400001525879	180.96	104.08	113.2	189.2	110.48	116.5	74250	-47.1273286864019	FALSE	TRUE	47.1273286864019
181	114.399993896484	142.239990234375	114.800003051758	112.48	140.88	112.5	117.92	145.84	118.9	89317	25.3708799756867	TRUE	FALSE	25.3708799756867
182	190.080001831055	131.199996948242	116.800003051758	188.16	129.92	110	193.44	132.72	119.8	97997	-32.4883415398471	FALSE	TRUE	32.4883415398471
183	171.360000610352	152.160003662109	113	169.76	150.32	110.5	173.44	155.76	115.4	72699	-4.46650999022299	FALSE	TRUE	4.46650999022299
184	139.199996948242	179.679992675781	115.599998474121	128.56	173.52	114.1	142.48	184.24	119.9	110242	37.3855691209717	TRUE	FALSE	37.3855691209717
